cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,lower_bin_text,upper_bin_text,ecwin_inc,ecwin_chal,ecwin_3rd,ecwin_nomajority,total_ev_inc,ev_inc_hi,ev_inc_lo,total_ev_chal,ev_chal_hi,ev_chal_lo,count,timestamp,simulations
2020,President,polls-plus,9/9/2020,Trump,Biden,"",Biden +27,Biden +26,0,1,0,0,38.33333,68,11,499.6667,527,470,27,23:52:03  9 Sep 2020,40000
2020,President,polls-plus,9/9/2020,Trump,Biden,"",Biden +26,Biden +25,0,1,0,0,53.875,92.5,20,484.125,518,445.5,40,23:52:03  9 Sep 2020,40000
2020,President,polls-plus,9/9/2020,Trump,Biden,"",Biden +25,Biden +24,0,1,0,0,52.30556,86,23,485.6945,515,452,72,23:52:03  9 Sep 2020,40000
2020,President,polls-plus,9/9/2020,Trump,Biden,"",Biden +24,Biden +23,0,1,0,0,54.11494,88,22,483.8851,516,450,87,23:52:03  9 Sep 2020,40000
2020,President,polls-plus,9/9/2020,Trump,Biden,"",Biden +23,Biden +22,0,1,0,0,67.875,103,34,470.125,504,435,128,23:52:03  9 Sep 2020,40000
2020,President,polls-plus,9/9/2020,Trump,Biden,"",Biden +22,Biden +21,0,1,0,0,71.22043,100,41,466.7796,497,438,186,23:52:03  9 Sep 2020,40000
2020,President,polls-plus,9/9/2020,Trump,Biden,"",Biden +21,Biden +20,0,1,0,0,74.02974,107,38,463.9702,500,431,269,23:52:03  9 Sep 2020,40000
2020,President,polls-plus,9/9/2020,Trump,Biden,"",Biden +20,Biden +19,0,1,0,0,80.70834,116,45,457.2917,493,422,336,23:52:03  9 Sep 2020,40000
2020,President,polls-plus,9/9/2020,Trump,Biden,"",Biden +1,TIE,.8885993,.1029316,0,.0084691,297.1296,323,268,240.8704,270,215,1535,23:52:03  9 Sep 2020,40000
2020,President,polls-plus,9/9/2020,Trump,Biden,"",Biden +19,Biden +18,0,1,0,0,88.96842,119,54,449.0316,484,419,475,23:52:03  9 Sep 2020,40000
2020,President,polls-plus,9/9/2020,Trump,Biden,"",Biden +18,Biden +17,0,1,0,0,93.12315,123,51,444.8769,487,415,609,23:52:03  9 Sep 2020,40000
2020,President,polls-plus,9/9/2020,Trump,Biden,"",Biden +17,Biden +16,0,1,0,0,103.6905,126,67,434.3095,471,412,672,23:52:03  9 Sep 2020,40000
2020,President,polls-plus,9/9/2020,Trump,Biden,"",Biden +16,Biden +15,0,1,0,0,108.7861,135,73,429.2139,465,403,977,23:52:03  9 Sep 2020,40000
2020,President,polls-plus,9/9/2020,Trump,Biden,"",Biden +15,Biden +14,0,1,0,0,116.2285,145,83,421.7715,455,393,1138,23:52:03  9 Sep 2020,40000
2020,President,polls-plus,9/9/2020,Trump,Biden,"",Biden +14,Biden +13,0,1,0,0,123.7856,163,93,414.2144,445,375,1441,23:52:03  9 Sep 2020,40000
2020,President,polls-plus,9/9/2020,Trump,Biden,"",Biden +13,Biden +12,0,1,0,0,132.9027,173,103,405.0973,435,365,1501,23:52:03  9 Sep 2020,40000
2020,President,polls-plus,9/9/2020,Trump,Biden,"",Biden +12,Biden +11,0,1,0,0,142.1351,180,109,395.8649,429,358,1962,23:52:03  9 Sep 2020,40000
2020,President,polls-plus,9/9/2020,Trump,Biden,"",Biden +11,Biden +10,0,1,0,0,153.7043,194,117,384.2957,421,344,2019,23:52:03  9 Sep 2020,40000
2020,President,polls-plus,9/9/2020,Trump,Biden,"",Biden +10,Biden +9,0,1,0,0,166.5469,204,126,371.4531,412,334,2322,23:52:03  9 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Trump +9,Trump +10,1,0,0,0,374.3724,396,356,163.6276,182,142,145,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Trump +8,Trump +9,1,0,0,0,368.7919,388,350,169.2081,188,150,197,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Trump +7,Trump +8,1,0,0,0,364.3759,381,346,173.6241,192,157,274,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Trump +6,Trump +7,1,0,0,0,356.271,372,340,181.729,198,166,369,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Trump +5,Trump +6,1,0,0,0,351.6179,365,335,186.3821,203,173,424,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Trump +4,Trump +5,1,0,0,0,345.2806,363,328,192.7194,210,175,638,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Trump +3,Trump +4,.9971831,.0028169,0,0,337.5676,355,319,200.4324,219,183,710,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Trump +2,Trump +3,.9988864,.0011136,0,0,330.6848,349,311,207.3151,227,189,898,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Trump +22,Trump +23,1,0,0,0,518,518,518,20,20,20,1,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Trump +20,Trump +21,1,0,0,0,456.5,535,411,81.5,127,3,4,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Trump +1,Trump +2,.992964,.0070361,0,0,322.2243,342,299,215.7757,239,196,1137,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Trump +19,Trump +20,1,0,0,0,468.6667,532,408,69.33334,130,6,3,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Trump +18,Trump +19,1,0,0,0,462,535,411,76,127,3,5,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Trump +17,Trump +18,1,0,0,0,420.4,470,399,117.6,139,68,15,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Trump +16,Trump +17,1,0,0,0,436.9167,529,400,101.0833,138,9,12,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Trump +15,Trump +16,1,0,0,0,434.0909,522,400,103.9091,138,16,11,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Trump +14,Trump +15,1,0,0,0,402.5862,438,381,135.4138,157,100,29,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Trump +13,Trump +14,1,0,0,0,397.3714,431,366,140.6286,172,107,35,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Trump +12,Trump +13,1,0,0,0,389.5645,408,362,148.4355,176,130,62,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Trump +11,Trump +12,1,0,0,0,380.3478,399,360,157.6522,178,139,69,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Trump +10,Trump +11,1,0,0,0,377.3034,399,360,160.6966,178,139,89,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",TIE,Trump +1,.9711539,.0266272,0,.0022189,310.7271,334,286,227.2729,252,204,1352,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +9,Biden +8,.0004244,.9991511,0,.0004244,182.2343,219,142,355.7657,396,319,2356,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +8,Biden +7,.0035253,.9964747,0,0,194.6667,230,155,343.3333,383,308,2553,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +7,Biden +6,.0088567,.989533,0,.0016103,210.7854,248,177,327.2146,361,290,2484,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +6,Biden +5,.0280522,.9668115,0,.0051363,226.1513,259,193,311.8487,345,279,2531,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +5,Biden +4,.1036636,.8721898,0,.0241465,240.9321,270,207,297.0679,331,268,2402,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +4,Biden +3,.2787533,.6931519,0,.0280948,256.9864,285,229,281.0136,309,253,2278,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +40,Biden +39,0,1,0,0,4,4,4,534,534,534,1,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +3,Biden +2,.5114133,.4677028,0,.0208839,270.558,299,244,267.442,294,239,2059,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +39,Biden +38,0,1,0,0,1,1,1,537,537,537,1,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +36,Biden +35,0,1,0,0,4,4,4,534,534,534,1,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +35,Biden +34,0,1,0,0,4,4,4,534,534,534,1,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +34,Biden +33,0,1,0,0,19.33333,32,4,518.6667,534,506,3,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +33,Biden +32,0,1,0,0,13.33333,32,4,524.6667,534,506,3,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +32,Biden +31,0,1,0,0,12,19,4,526,534,519,4,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +31,Biden +30,0,1,0,0,32.33333,82,4,505.6667,534,456,6,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +30,Biden +29,0,1,0,0,32.57143,99,4,505.4286,534,439,7,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +2,Biden +1,.7522075,.2306843,0,.0171082,284.4327,311,258,253.5673,280,227,1812,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +29,Biden +28,0,1,0,0,33.30769,63,9,504.6923,529,475,13,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +28,Biden +27,0,1,0,0,38.69231,68,23,499.3077,515,470,13,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +27,Biden +26,0,1,0,0,51.28571,87,21,486.7143,517,451,35,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +26,Biden +25,0,1,0,0,47.67857,85,15,490.3214,523,453,56,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +25,Biden +24,0,1,0,0,53.13559,90,26,484.8644,512,448,59,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +24,Biden +23,0,1,0,0,58.28916,93,25,479.7108,513,445,83,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +23,Biden +22,0,1,0,0,62.75221,94,29,475.2478,509,444,113,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +22,Biden +21,0,1,0,0,65.51064,102,34,472.4893,504,436,188,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +21,Biden +20,0,1,0,0,74.46364,109,36.5,463.5364,501.5,429,220,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +20,Biden +19,0,1,0,0,80.32024,113,43,457.6797,495,425,331,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +1,TIE,.9123135,.0814677,0,.0062189,298.1959,322,271,239.8041,267,216,1608,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +19,Biden +18,0,1,0,0,88.45179,119,50,449.5482,488,419,363,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +18,Biden +17,0,1,0,0,95.09467,123,60,442.9053,478,415,507,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +17,Biden +16,0,1,0,0,101.7177,126,66,436.2823,472,412,673,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +16,Biden +15,0,1,0,0,110.1704,141,72,427.8296,466,397,839,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +15,Biden +14,0,1,0,0,114.743,148,81,423.257,457,390,1039,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +14,Biden +13,0,1,0,0,124.2229,163,93,413.7771,445,375,1283,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +13,Biden +12,0,1,0,0,132.1948,176,98,405.8052,440,362,1617,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +12,Biden +11,0,1,0,0,143.2261,182,109,394.7739,429,356,1778,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +11,Biden +10,0,1,0,0,155.7467,197,119,382.2533,419,341,2029,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",Biden +10,Biden +9,0,.9995396,0,.0004604,169.0907,205,126,368.9093,412,333,2172,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Trump +9,Trump +10,1,0,0,0,373.0139,390,355,164.9861,183,148,144,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Trump +8,Trump +9,1,0,0,0,368.9948,388,349,169.0052,189,150,191,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Trump +7,Trump +8,1,0,0,0,362.2046,380,346,175.7954,192,158,259,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Trump +6,Trump +7,1,0,0,0,356.6313,371,342,181.3687,196,167,377,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Trump +5,Trump +6,1,0,0,0,349.2521,363,334,188.7479,204,175,476,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Trump +4,Trump +5,1,0,0,0,345.2652,363,328,192.7348,210,175,592,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Trump +3,Trump +4,.9986649,0,0,.0013351,337.3805,356,317,200.6195,221,182,749,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Trump +2,Trump +3,.99591,.0030675,0,.0010225,330.1554,349,310,207.8446,228,189,978,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Trump +23,Trump +24,1,0,0,0,482,535,429,56,109,3,2,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Trump +22,Trump +23,1,0,0,0,486.5,522,451,51.5,87,16,2,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Trump +21,Trump +22,1,0,0,0,466,466,466,72,72,72,1,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Trump +20,Trump +21,1,0,0,0,427,438,420,111,118,100,3,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Trump +1,Trump +2,.9910474,.007162,0,.0017905,321.2032,341,297,216.7968,241,197,1117,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Trump +19,Trump +20,1,0,0,0,437.75,463,415,100.25,123,75,4,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Trump +18,Trump +19,1,0,0,0,449.25,532,411,88.75,127,6,8,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Trump +17,Trump +18,1,0,0,0,419.8,443.5,394,118.2,144,94.5,10,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Trump +16,Trump +17,1,0,0,0,406.8462,440,374,131.1538,164,98,13,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Trump +15,Trump +16,1,0,0,0,423,493,377,115,161,45,18,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Trump +14,Trump +15,1,0,0,0,406.3235,448,376,131.6765,162,90,34,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Trump +13,Trump +14,1,0,0,0,393.6,418,363,144.4,175,120,35,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Trump +12,Trump +13,1,0,0,0,388.9508,408,363,149.0492,175,130,61,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Trump +11,Trump +12,1,0,0,0,381.2,404,362,156.8,176,134,55,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Trump +10,Trump +11,1,0,0,0,376.875,395,362,161.125,176,143,96,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",TIE,Trump +1,.9752547,.0225619,0,.0021834,310.3508,333,285,227.6492,253,205,1374,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Biden +9,Biden +8,.0004252,.9995748,0,0,181.6378,219,141,356.3622,397,319,2352,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Biden +8,Biden +7,.0020137,.9975836,0,.0004027,195.7652,229,157,342.2348,381,309,2483,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Biden +7,Biden +6,.0072376,.9919582,0,.0008042,210.7157,246,177,327.2843,361,292,2487,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Biden +6,Biden +5,.0233294,.970344,0,.0063266,225.0534,259,193,312.9466,345,279,2529,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Biden +5,Biden +4,.0948349,.8933107,0,.0118544,239.3857,269,206,298.6143,332,269,2362,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Biden +4,Biden +3,.2546833,.7221231,0,.0231936,255.6606,283,226,282.3394,312,255,2242,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Biden +3,Biden +2,.508772,.4708393,0,.0203888,269.5898,296,244,268.4102,294,242,2109,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Biden +35,Biden +34,0,1,0,0,19,49,4,519,534,489,3,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Biden +34,Biden +33,0,1,0,0,18,25,11,520,527,513,2,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Biden +33,Biden +32,0,1,0,0,14.8,27,4,523.2,534,511,5,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Biden +32,Biden +31,0,1,0,0,26.5,40,4,511.5,534,498,4,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Biden +31,Biden +30,0,1,0,0,27.75,76,3,510.25,535,462,8,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Biden +30,Biden +29,0,1,0,0,46.77778,95,11,491.2222,527,443,9,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Biden +2,Biden +1,.7659236,.2160297,0,.0180467,284.2442,311,259,253.7558,279,227,1884,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Biden +29,Biden +28,0,1,0,0,30,68,4,508,534,470,14,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Biden +28,Biden +27,0,1,0,0,39,74,16,499,522,464,21,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Biden +27,Biden +26,0,1,0,0,42.55172,76,4,495.4483,534,462,29,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Biden +26,Biden +25,0,1,0,0,43.5,78,6.5,494.5,531.5,460,40,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Biden +25,Biden +24,0,1,0,0,51.59259,76,31,486.4074,507,462,54,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Biden +24,Biden +23,0,1,0,0,59.38202,94,24,478.618,514,444,89,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Biden +23,Biden +22,0,1,0,0,59.99123,93,26,478.0088,512,445,114,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Biden +22,Biden +21,0,1,0,0,69.44643,103,37,468.5536,501,435,168,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Biden +21,Biden +20,0,1,0,0,82.30303,113,44,455.697,494,425,198,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Biden +20,Biden +19,0,1,0,0,83.08442,116,45,454.9156,493,422,308,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Biden +1,TIE,.9074422,.0856785,0,.0068793,297.853,323,270,240.147,268,215,1599,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Biden +19,Biden +18,0,1,0,0,87.65248,119,48,450.3475,490,419,423,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Biden +18,Biden +17,0,1,0,0,96.8703,125,62,441.1297,476,413,532,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Biden +17,Biden +16,0,1,0,0,102.8722,126,67,435.1278,471,412,712,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Biden +16,Biden +15,0,1,0,0,108.7828,134,72,429.2172,466,404,847,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Biden +15,Biden +14,0,1,0,0,115.1497,148,81,422.8503,457,390,1042,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Biden +14,Biden +13,0,1,0,0,122.5838,161,91,415.4162,447,377,1324,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Biden +13,Biden +12,0,1,0,0,133.5558,176,102,404.4442,436,362,1522,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Biden +12,Biden +11,0,1,0,0,142.9577,183.5,107,395.0423,431,354.5,1750,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Biden +11,Biden +10,0,1,0,0,154.5726,194,119,383.4274,419,344,1970,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",Biden +10,Biden +9,0,1,0,0,169.2147,204,126,368.7853,412,334,2166,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/6/2020,Trump,Biden,"",Trump +9,Trump +10,1,0,0,0,372.3636,395,355,165.6364,183,143,143,21:06:02  6 Sep 2020,40000
2020,President,polls-plus,9/6/2020,Trump,Biden,"",Trump +8,Trump +9,1,0,0,0,371.0148,388,354,166.9852,184,150,203,21:06:02  6 Sep 2020,40000
2020,President,polls-plus,9/6/2020,Trump,Biden,"",Trump +7,Trump +8,1,0,0,0,363.0656,380,349,174.9344,189,158,259,21:06:02  6 Sep 2020,40000
2020,President,polls-plus,9/6/2020,Trump,Biden,"",Trump +6,Trump +7,1,0,0,0,357.8302,374,341,180.1698,197,164,371,21:06:02  6 Sep 2020,40000
2020,President,polls-plus,9/6/2020,Trump,Biden,"",Trump +5,Trump +6,1,0,0,0,351.585,366,337,186.415,201,172,453,21:06:02  6 Sep 2020,40000
2020,President,polls-plus,9/6/2020,Trump,Biden,"",Trump +4,Trump +5,1,0,0,0,344.5246,362,328,193.4754,210,176,610,21:06:02  6 Sep 2020,40000
2020,President,polls-plus,9/6/2020,Trump,Biden,"",Trump +3,Trump +4,.9986468,.0013532,0,0,339.6888,355,323,198.3112,215,183,739,21:06:02  6 Sep 2020,40000
2020,President,polls-plus,9/6/2020,Trump,Biden,"",Trump +2,Trump +3,.9978948,.0021053,0,0,330.8874,350,310,207.1126,228,188,950,21:06:02  6 Sep 2020,40000
2020,President,polls-plus,9/6/2020,Trump,Biden,"",Trump +22,Trump +23,1,0,0,0,477,525,427,61,111,13,4,21:06:02  6 Sep 2020,40000
2020,President,polls-plus,9/6/2020,Trump,Biden,"",Trump +21,Trump +22,1,0,0,0,535,535,535,3,3,3,1,21:06:02  6 Sep 2020,40000
2020,President,polls-plus,9/6/2020,Trump,Biden,"",Trump +20,Trump +21,1,0,0,0,468,470,466,70,72,68,2,21:06:02  6 Sep 2020,40000
2020,President,polls-plus,9/6/2020,Trump,Biden,"",Trump +1,Trump +2,.9946285,.0044763,0,.0008953,322.8702,342,300,215.1298,238,196,1117,21:06:02  6 Sep 2020,40000
2020,President,polls-plus,9/6/2020,Trump,Biden,"",Trump +19,Trump +20,1,0,0,0,427,434,420,111,118,104,2,21:06:02  6 Sep 2020,40000
2020,President,polls-plus,9/6/2020,Trump,Biden,"",Trump +18,Trump +19,1,0,0,0,419.3333,456,391,118.6667,147,82,3,21:06:02  6 Sep 2020,40000
2020,President,polls-plus,9/6/2020,Trump,Biden,"",Trump +17,Trump +18,1,0,0,0,435.3333,522,387,102.6667,151,16,9,21:06:02  6 Sep 2020,40000
2020,President,polls-plus,9/6/2020,Trump,Biden,"",Trump +16,Trump +17,1,0,0,0,433.5,512,405,104.5,133,26,16,21:06:02  6 Sep 2020,40000
2020,President,polls-plus,9/6/2020,Trump,Biden,"",Trump +15,Trump +16,1,0,0,0,409,420,388,129,150,118,21,21:06:02  6 Sep 2020,40000
2020,President,polls-plus,9/6/2020,Trump,Biden,"",Trump +14,Trump +15,1,0,0,0,402.9259,430,370,135.0741,168,108,27,21:06:02  6 Sep 2020,40000
2020,President,polls-plus,9/6/2020,Trump,Biden,"",Trump +13,Trump +14,1,0,0,0,397.0857,424,363,140.9143,175,114,35,21:06:02  6 Sep 2020,40000
2020,President,polls-plus,9/6/2020,Trump,Biden,"",Trump +12,Trump +13,1,0,0,0,394.4423,419,369,143.5577,169,119,52,21:06:02  6 Sep 2020,40000
2020,President,polls-plus,9/6/2020,Trump,Biden,"",Trump +11,Trump +12,1,0,0,0,383.8382,411,362,154.1618,176,127,68,21:06:02  6 Sep 2020,40000
