cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,evprob_inc,evprob_chal,evprob_3rd,total_ev,timestamp,simulations
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00245,.000025,,137,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0024,0,,136,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.002275,0,,135,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.001625,0,,134,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00125,0,,133,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.011775,0,,132,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.01675,0,,131,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.001325,0,,130,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000025,0,,13,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.001975,0,,129,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00425,0,,128,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0013,0,,127,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.012875,0,,126,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.053475,0,,125,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.001625,0,,124,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.003925,0,,123,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.023475,0,,122,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.002525,0,,121,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00205,0,,120,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0001,0,,12,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.01265,0,,119,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.002025,.000025,,118,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.002625,0,,117,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.005775,.000025,,116,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.003525,0,,115,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0022,0,,114,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.007125,.000025,,113,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0035,0,,112,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0025,0,,111,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.003725,0,,110,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0001,0,,11,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.003175,0,,109,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0021,0,,108,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0026,0,,107,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00205,0,,106,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00145,0,,105,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00185,0,,104,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.002775,0,,103,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.001475,0,,102,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.001825,.000025,,101,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.002225,0,,100,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00015,0,,10,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000175,0,,1,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",0,0,,0,20:50:04  2 Nov 2020,40000
