cycle,branch,forecastdate,district,candidateA,candidateB,displaystep,description,margin,lite_weight,classic_weight,deluxe_weight,simulations,timestamp
2020,House,11/2/20,MO-3,Megan Rezabek,Blaine Luetkemeyer,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MO-2,Jill Schupp,Ann Wagner,4,Expert ratings adjusted for national environment,-2.609369,0,0,1.337345,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MO-2,Jill Schupp,Ann Wagner,3,Fundamentals (non-polling factors),-7.291924,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MO-2,Jill Schupp,Ann Wagner,2,CANTOR (analysis of comparable disticts),-10.39493,.7576897,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MO-2,Jill Schupp,Ann Wagner,1,Polls adjusted for house effects & other factors,-1.864349,1.24231,1.24231,1.24231,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MO-1,Cori Bush,Anthony Rogers,4,Expert ratings adjusted for national environment,58.71585,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MO-1,Cori Bush,Anthony Rogers,3,Fundamentals (non-polling factors),58.73514,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MO-1,Cori Bush,Anthony Rogers,2,CANTOR (analysis of comparable disticts),75.5854,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MO-1,Cori Bush,Anthony Rogers,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MN-8,Quinn Nystrom,Pete Stauber,4,Expert ratings adjusted for national environment,-26.18231,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MN-8,Quinn Nystrom,Pete Stauber,3,Fundamentals (non-polling factors),-10.77095,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MN-8,Quinn Nystrom,Pete Stauber,2,CANTOR (analysis of comparable disticts),-8.167047,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MN-8,Quinn Nystrom,Pete Stauber,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MN-7,Collin C. Peterson,Michelle Fischbach,4,Expert ratings adjusted for national environment,-4.068564,0,0,1.051109,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MN-7,Collin C. Peterson,Michelle Fischbach,3,Fundamentals (non-polling factors),-8.480199,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MN-7,Collin C. Peterson,Michelle Fischbach,2,CANTOR (analysis of comparable disticts),-8.774189,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MN-7,Collin C. Peterson,Michelle Fischbach,1,Polls adjusted for house effects & other factors,-5.66951,.6684135,.6684135,.6684135,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MN-6,Tawnja Zahradka,Tom Emmer,4,Expert ratings adjusted for national environment,-31.68328,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MN-6,Tawnja Zahradka,Tom Emmer,3,Fundamentals (non-polling factors),-30.03932,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MN-6,Tawnja Zahradka,Tom Emmer,2,CANTOR (analysis of comparable disticts),-26.29523,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MN-6,Tawnja Zahradka,Tom Emmer,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MN-5,Ilhan Omar,Lacy Johnson,4,Expert ratings adjusted for national environment,38.89152,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MN-5,Ilhan Omar,Lacy Johnson,3,Fundamentals (non-polling factors),36.50534,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MN-5,Ilhan Omar,Lacy Johnson,2,CANTOR (analysis of comparable disticts),75.65061,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MN-5,Ilhan Omar,Lacy Johnson,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MN-4,Betty McCollum,Gene Rechtzigel,4,Expert ratings adjusted for national environment,37.51006,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MN-4,Betty McCollum,Gene Rechtzigel,3,Fundamentals (non-polling factors),37.78603,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MN-4,Betty McCollum,Gene Rechtzigel,2,CANTOR (analysis of comparable disticts),52.10715,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MN-4,Betty McCollum,Gene Rechtzigel,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MN-3,Dean Phillips,Kendall Qualls,4,Expert ratings adjusted for national environment,21.0848,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MN-3,Dean Phillips,Kendall Qualls,3,Fundamentals (non-polling factors),13.21744,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MN-3,Dean Phillips,Kendall Qualls,2,CANTOR (analysis of comparable disticts),24.86903,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MN-3,Dean Phillips,Kendall Qualls,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MN-2,Angie Craig,Tyler Kistner,4,Expert ratings adjusted for national environment,14.34409,0,0,1.218058,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MN-2,Angie Craig,Tyler Kistner,3,Fundamentals (non-polling factors),8.394911,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MN-2,Angie Craig,Tyler Kistner,2,CANTOR (analysis of comparable disticts),8.382847,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MN-2,Angie Craig,Tyler Kistner,1,Polls adjusted for house effects & other factors,13.39468,1.003143,1.003143,1.003143,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MN-1,Dan Feehan,Jim Hagedorn,4,Expert ratings adjusted for national environment,1.868534,0,0,1.44962,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MN-1,Dan Feehan,Jim Hagedorn,3,Fundamentals (non-polling factors),-4.50106,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MN-1,Dan Feehan,Jim Hagedorn,2,CANTOR (analysis of comparable disticts),-6.081992,.5325806,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MN-1,Dan Feehan,Jim Hagedorn,1,Polls adjusted for house effects & other factors,-3.243298,1.467419,1.467419,1.467419,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-9,Andy Levin,Charles J. Langworthy,4,Expert ratings adjusted for national environment,26.59041,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-9,Andy Levin,Charles J. Langworthy,3,Fundamentals (non-polling factors),27.49368,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-9,Andy Levin,Charles J. Langworthy,2,CANTOR (analysis of comparable disticts),33.04358,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-9,Andy Levin,Charles J. Langworthy,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-8,Elissa Slotkin,Paul Junge,4,Expert ratings adjusted for national environment,12.1258,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-8,Elissa Slotkin,Paul Junge,3,Fundamentals (non-polling factors),14.00051,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-8,Elissa Slotkin,Paul Junge,2,CANTOR (analysis of comparable disticts),14.53713,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-8,Elissa Slotkin,Paul Junge,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-7,Gretchen D. Driskell,Tim Walberg,4,Expert ratings adjusted for national environment,-25.50786,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-7,Gretchen D. Driskell,Tim Walberg,3,Fundamentals (non-polling factors),-5.034804,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-7,Gretchen D. Driskell,Tim Walberg,2,CANTOR (analysis of comparable disticts),-8.156378,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-7,Gretchen D. Driskell,Tim Walberg,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-6,Jon Hoadley,Fred Upton,4,Expert ratings adjusted for national environment,-10.33395,0,0,1.128516,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-6,Jon Hoadley,Fred Upton,3,Fundamentals (non-polling factors),-1.038963,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-6,Jon Hoadley,Fred Upton,2,CANTOR (analysis of comparable disticts),-.2174498,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-6,Jon Hoadley,Fred Upton,1,Polls adjusted for house effects & other factors,-2.858315,.8236142,.8236142,.8236142,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-5,Daniel Kildee,Tim Kelly,4,Expert ratings adjusted for national environment,23.37366,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-5,Daniel Kildee,Tim Kelly,3,Fundamentals (non-polling factors),23.24098,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-5,Daniel Kildee,Tim Kelly,2,CANTOR (analysis of comparable disticts),32.98673,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-5,Daniel Kildee,Tim Kelly,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-4,Jerry Hilliard,John Moolenaar,4,Expert ratings adjusted for national environment,-29.09708,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-4,Jerry Hilliard,John Moolenaar,3,Fundamentals (non-polling factors),-27.97044,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-4,Jerry Hilliard,John Moolenaar,2,CANTOR (analysis of comparable disticts),-17.06973,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-4,Jerry Hilliard,John Moolenaar,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-3,Hillary Scholten,Peter Meijer,4,Expert ratings adjusted for national environment,-4.068564,0,0,2.091843,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-3,Hillary Scholten,Peter Meijer,3,Fundamentals (non-polling factors),2.965522,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-3,Hillary Scholten,Peter Meijer,2,CANTOR (analysis of comparable disticts),2.93349,0,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-3,Hillary Scholten,Peter Meijer,1,Polls adjusted for house effects & other factors,-.9273262,2.755061,2.755061,2.755061,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-2,Bryan Berghoef,Bill Huizenga,4,Expert ratings adjusted for national environment,-25.92309,0,0,.9626876,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-2,Bryan Berghoef,Bill Huizenga,3,Fundamentals (non-polling factors),-8.112332,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-2,Bryan Berghoef,Bill Huizenga,2,CANTOR (analysis of comparable disticts),-8.531645,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-2,Bryan Berghoef,Bill Huizenga,1,Polls adjusted for house effects & other factors,-20.97218,.4911314,.4911314,.4911314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-14,Brenda Lawrence,Robert Vance Patrick,4,Expert ratings adjusted for national environment,62.06411,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-14,Brenda Lawrence,Robert Vance Patrick,3,Fundamentals (non-polling factors),61.4384,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-14,Brenda Lawrence,Robert Vance Patrick,2,CANTOR (analysis of comparable disticts),84.29272,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-14,Brenda Lawrence,Robert Vance Patrick,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-13,Rashida Tlaib,David Dudenhoefer,4,Expert ratings adjusted for national environment,61.31131,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-13,Rashida Tlaib,David Dudenhoefer,3,Fundamentals (non-polling factors),60.35459,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-13,Rashida Tlaib,David Dudenhoefer,2,CANTOR (analysis of comparable disticts),86.28987,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-13,Rashida Tlaib,David Dudenhoefer,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-12,Debbie Dingell,Jeff Jones,4,Expert ratings adjusted for national environment,39.71721,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-12,Debbie Dingell,Jeff Jones,3,Fundamentals (non-polling factors),39.99119,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-12,Debbie Dingell,Jeff Jones,2,CANTOR (analysis of comparable disticts),54.39496,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-12,Debbie Dingell,Jeff Jones,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-1,Dana Ferguson,Jack Bergman,4,Expert ratings adjusted for national environment,-24.13255,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-1,Dana Ferguson,Jack Bergman,3,Fundamentals (non-polling factors),-18.66909,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-1,Dana Ferguson,Jack Bergman,2,CANTOR (analysis of comparable disticts),-13.73271,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-1,Dana Ferguson,Jack Bergman,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-11,Haley Stevens,Eric S. Esshaki,4,Expert ratings adjusted for national environment,12.2447,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-11,Haley Stevens,Eric S. Esshaki,3,Fundamentals (non-polling factors),12.83031,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-11,Haley Stevens,Eric S. Esshaki,2,CANTOR (analysis of comparable disticts),16.00891,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-11,Haley Stevens,Eric S. Esshaki,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-10,Kimberly Bizon,Lisa McClain,4,Expert ratings adjusted for national environment,-25.32904,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-10,Kimberly Bizon,Lisa McClain,3,Fundamentals (non-polling factors),-22.25367,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-10,Kimberly Bizon,Lisa McClain,2,CANTOR (analysis of comparable disticts),-17.3226,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MI-10,Kimberly Bizon,Lisa McClain,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,ME-2,Jared Golden,Dale Crafts,4,Expert ratings adjusted for national environment,13.67049,0,0,1.88394,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,ME-2,Jared Golden,Dale Crafts,3,Fundamentals (non-polling factors),10.06477,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,ME-2,Jared Golden,Dale Crafts,2,CANTOR (analysis of comparable disticts),4.704761,0,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,ME-2,Jared Golden,Dale Crafts,1,Polls adjusted for house effects & other factors,21.04333,2.338221,2.338221,2.338221,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,ME-1,Chellie Pingree,Jay T. Allen,4,Expert ratings adjusted for national environment,24.16831,0,0,1.46384,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,ME-1,Chellie Pingree,Jay T. Allen,3,Fundamentals (non-polling factors),24.786,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,ME-1,Chellie Pingree,Jay T. Allen,2,CANTOR (analysis of comparable disticts),21.7031,.5040698,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,ME-1,Chellie Pingree,Jay T. Allen,1,Polls adjusted for house effects & other factors,26.10838,1.49593,1.49593,1.49593,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MD-8,Jamie Raskin,Gregory Thomas Coll,4,Expert ratings adjusted for national environment,39.78238,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MD-8,Jamie Raskin,Gregory Thomas Coll,3,Fundamentals (non-polling factors),40.14484,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MD-8,Jamie Raskin,Gregory Thomas Coll,2,CANTOR (analysis of comparable disticts),53.72646,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MD-8,Jamie Raskin,Gregory Thomas Coll,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MD-7,Kweisi Mfume,Kimberly Klacik,4,Expert ratings adjusted for national environment,40.42393,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MD-7,Kweisi Mfume,Kimberly Klacik,3,Fundamentals (non-polling factors),38.18473,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MD-7,Kweisi Mfume,Kimberly Klacik,2,CANTOR (analysis of comparable disticts),75.99509,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MD-7,Kweisi Mfume,Kimberly Klacik,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MD-6,David Trone,Neil C. Parrott,4,Expert ratings adjusted for national environment,20.4529,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MD-6,David Trone,Neil C. Parrott,3,Fundamentals (non-polling factors),15.88788,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MD-6,David Trone,Neil C. Parrott,2,CANTOR (analysis of comparable disticts),33.63534,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MD-6,David Trone,Neil C. Parrott,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MD-5,Steny H. Hoyer,Chris Palombi,4,Expert ratings adjusted for national environment,41.40133,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MD-5,Steny H. Hoyer,Chris Palombi,3,Fundamentals (non-polling factors),41.90162,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MD-5,Steny H. Hoyer,Chris Palombi,2,CANTOR (analysis of comparable disticts),54.22714,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MD-5,Steny H. Hoyer,Chris Palombi,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MD-4,Anthony Brown,George E. McDermott,4,Expert ratings adjusted for national environment,59.3166,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MD-4,Anthony Brown,George E. McDermott,3,Fundamentals (non-polling factors),59.10239,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MD-4,Anthony Brown,George E. McDermott,2,CANTOR (analysis of comparable disticts),78.12613,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MD-4,Anthony Brown,George E. McDermott,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MD-3,John P. Sarbanes,Charles Anthony,4,Expert ratings adjusted for national environment,38.70668,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MD-3,John P. Sarbanes,Charles Anthony,3,Fundamentals (non-polling factors),39.37398,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MD-3,John P. Sarbanes,Charles Anthony,2,CANTOR (analysis of comparable disticts),50.09206,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MD-3,John P. Sarbanes,Charles Anthony,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MD-2,C.A. Dutch Ruppersberger,Johnny Ray Salling,4,Expert ratings adjusted for national environment,30.75511,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MD-2,C.A. Dutch Ruppersberger,Johnny Ray Salling,3,Fundamentals (non-polling factors),30.79562,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MD-2,C.A. Dutch Ruppersberger,Johnny Ray Salling,2,CANTOR (analysis of comparable disticts),46.52505,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MD-2,C.A. Dutch Ruppersberger,Johnny Ray Salling,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MD-1,Mia Mason,Andy Harris,4,Expert ratings adjusted for national environment,-34.15686,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MD-1,Mia Mason,Andy Harris,3,Fundamentals (non-polling factors),-32.14759,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MD-1,Mia Mason,Andy Harris,2,CANTOR (analysis of comparable disticts),-32.82637,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MD-1,Mia Mason,Andy Harris,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MA-9,William Keating,Helen Brady,4,Expert ratings adjusted for national environment,23.65208,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MA-9,William Keating,Helen Brady,3,Fundamentals (non-polling factors),24.01485,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MA-9,William Keating,Helen Brady,2,CANTOR (analysis of comparable disticts),29.92574,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MA-9,William Keating,Helen Brady,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MA-8,Stephen F. Lynch,(unopposed),4,Expert ratings adjusted for national environment,16.28935,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MA-8,Stephen F. Lynch,(unopposed),3,Fundamentals (non-polling factors),100,1.439034,1.439034,1.439034,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MA-8,Stephen F. Lynch,(unopposed),2,CANTOR (analysis of comparable disticts),,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MA-8,Stephen F. Lynch,(unopposed),1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MA-7,Ayanna Pressley,(unopposed),4,Expert ratings adjusted for national environment,16.28935,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MA-7,Ayanna Pressley,(unopposed),3,Fundamentals (non-polling factors),100,1.439034,1.439034,1.439034,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MA-7,Ayanna Pressley,(unopposed),2,CANTOR (analysis of comparable disticts),,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MA-7,Ayanna Pressley,(unopposed),1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MA-6,Seth Moulton,John Paul Moran,4,Expert ratings adjusted for national environment,26.42332,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MA-6,Seth Moulton,John Paul Moran,3,Fundamentals (non-polling factors),26.97874,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MA-6,Seth Moulton,John Paul Moran,2,CANTOR (analysis of comparable disticts),35.60915,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MA-6,Seth Moulton,John Paul Moran,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MA-5,Katherine Clark,Caroline Colarusso,4,Expert ratings adjusted for national environment,44.63555,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MA-5,Katherine Clark,Caroline Colarusso,3,Fundamentals (non-polling factors),44.49676,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MA-5,Katherine Clark,Caroline Colarusso,2,CANTOR (analysis of comparable disticts),62.79922,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MA-5,Katherine Clark,Caroline Colarusso,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MA-4,Jake Auchincloss,Julie A. Hall,4,Expert ratings adjusted for national environment,30.03658,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MA-4,Jake Auchincloss,Julie A. Hall,3,Fundamentals (non-polling factors),30.88875,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MA-4,Jake Auchincloss,Julie A. Hall,2,CANTOR (analysis of comparable disticts),38.85476,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MA-4,Jake Auchincloss,Julie A. Hall,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MA-3,Lori Trahan,(unopposed),4,Expert ratings adjusted for national environment,16.28935,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MA-3,Lori Trahan,(unopposed),3,Fundamentals (non-polling factors),100,1.439034,1.439034,1.439034,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MA-3,Lori Trahan,(unopposed),2,CANTOR (analysis of comparable disticts),,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,MA-3,Lori Trahan,(unopposed),1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
